"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"statevec_controlledNotKernel",448,8379410776,18704041.910714,50.54,15616811,80615606,17506019.966219
"statevec_controlledCompactUnitaryKernel",224,5344117048,23857665.392857,32.23,22823461,50717325,19302233.003038
"statevec_controlledCompactUnitaryDistributedKernel",32,1108944551,34654517.218750,6.69,33573600,35832956,611683.041035
"statevec_controlledNotDistributedKernel",64,996437504,15569336.000000,6.01,12750034,28918438,5167361.887553
"statevec_hadamardKernel",32,649356152,20292379.750000,3.92,18148848,51014555,5755351.529476
"statevec_hadamardDistributedKernel",2,57600985,28800492.500000,0.3474,28736419,28864566,90613.612689
"statevec_findProbabilityOfZeroKernel",2,21933609,10966804.500000,0.1323,10748539,11185070,308674.030298
"statevec_initZeroStateDistributedKernel",2,21675055,10837527.500000,0.1307,10710707,10964348,179351.271087
"copySharedReduceBlock",6,63800,10633.333333,3.848e-04,4760,21120,6798.654769
