"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"statevec_pauliXKernel",901,17113677761,18994092.964484,51.46,16941616,100205971,18807048.591621
"statevec_controlledNotKernel",900,15188341071,16875934.523333,45.67,14236840,64397647,17192973.068012
"statevec_pauliXDistributedKernel",30,544388066,18146268.866667,1.64,17794461,18447665,156478.660241
"statevec_controlledNotDistributedKernel",30,388986180,12966206.000000,1.17,12913433,13043075,32523.713113
"statevec_initZeroStateDistributedKernel",2,21365960,10682980.000000,0.0642,10601939,10764021,114609.281308
