"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"statevec_controlledNotKernel",448,8580257277,19152359.993304,50.12,15993043,83418756,17552088.383581
"statevec_controlledCompactUnitaryKernel",224,5632515111,25145156.745536,32.90,23576094,102104574,20247041.165124
"statevec_controlledCompactUnitaryDistributedKernel",32,1143340372,35729386.625000,6.68,34795762,37065480,638487.974956
"statevec_controlledNotDistributedKernel",64,1013855617,15841494.015625,5.92,13136555,29336799,5221688.651579
"statevec_hadamardKernel",32,644516581,20141143.156250,3.77,19089772,28260275,1638769.170349
"statevec_hadamardDistributedKernel",2,58935620,29467810.000000,0.3443,28762278,30173342,997772.923088
"statevec_findProbabilityOfZeroKernel",2,22592891,11296445.500000,0.1320,10993790,11599101,428019.512827
"statevec_initZeroStateDistributedKernel",2,22386712,11193356.000000,0.1308,11041034,11345678,215415.838248
"copySharedReduceBlock",6,58120,9686.666667,3.395e-04,4080,18960,6261.113852
