"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"statevec_pauliXKernel",901,16949438919,18811807.901221,49.38,17166249,51538411,18540230.913943
"statevec_controlledNotKernel",900,15261111847,16956790.941111,44.46,14295600,96619202,17478856.973894
"statevec_pauliXDistributedKernel",60,1135092487,18918208.116667,3.31,17893692,56178584,4893224.285213
"statevec_controlledNotDistributedKernel",60,956096268,15934937.800000,2.79,13087118,18897055,2614574.364454
"statevec_initZeroStateDistributedKernel",2,21662822,10831411.000000,0.0631,10668870,10993952,229867.686642
